Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 2 - Tomb 1 Treasure	59	1	1			41	200	200	200	200	200	200	3000	2200	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	55	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	12	37	62	12	44	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					60	19	255	Stony Tomb Level 2	To The Stony Tomb Level 2	A2L20	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 2 Treasure	60	1	1			42	200	200	200	200	200	200	3000	2500	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	57	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	13	38	63	13	45	82	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3				skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			skeleton4	sk_archer4	skmage_pois3	skmage_cold3	batdemon1	pantherwoman1	slinger1	skmage_fire3	skmage_ltng3	scarab1	sandleaper1	sandraider1	vulture1	arach2	mummy1	unraveler1	skmage_fire3	skmage_ltng3	clawviper2	pantherwoman2	slinger2	skmage_pois3	skmage_cold3			scorpion	bug	rat	larva	30	30	30	30					60	19	255	Halls of the Dead Level 3	To The Halls of the Dead Level 3	A2L21	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 3 Treasure	61	1	1			43	200	200	200	200	200	200	3000	2800	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	58	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	14	39	64	14	47	83	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					60	19	255	Claw Viper Temple Level 2	To The Claw Viper Temple Level 2	A2L22	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Lair 1 A	62	1	1			44	200	200	200	200	200	200	3500	1000	0	1	1	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	43	63	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	45	84	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					8	20	255	Maggot Lair Level 1	To The Maggot Lair Level 1	A2L23	35	29	0	0	0	0	0	0	50	35	0	0	0	0	0	0	0
Act 2 - Lair 1 B	63	1	1			45	200	200	200	200	200	200	3500	1300	0	1	1	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	62	64	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	45	84	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					8	20	255	Maggot Lair Level 2	To The Maggot Lair Level 2	A2L24	35	29	0	0	0	0	0	0	65	35	0	0	0	0	0	0	0
Act 2 - Lair 1 Treasure	64	1	1			46	200	200	200	200	200	200	3500	1600	0	1	1	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	63	0	0	0	0	0	0	0	48	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	46	85	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					8	20	255	Maggot Lair Level 3	To The Maggot Lair Level 3	A2L25	35	29	0	0	0	0	0	0	80	55	0	0	0	0	0	0	0
Act 2 - Sewer 2 A	65	1	1			47	200	200	200	200	200	200	4000	1000	0	1	1	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	44	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	46	85	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2												scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scarab2	sandmaggot1	foulcrow3	swarm1	vulture2	sandleaper2	crownest3	zombie5	clawviper3	quillrat5	sk_archer5	sandraider2	skeleton5	mummy2	unraveler2											scorpion	bug	rat	larva	30	30	30	30					8	15	255	Ancient Tunnels	To The Ancient Tunnels	A2L26	29	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
Act 2 - Tomb Tal 1	66	1	1	13	13	48	200	200	200	200	200	200	4500	1000	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 2	67	1	1	13	13	49	200	200	200	200	200	200	4500	1300	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 3	68	1	1	13	13	50	200	200	200	200	200	200	4500	1600	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 4	69	1	1	13	13	51	200	200	200	200	200	200	4500	1900	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 5	70	1	1	13	13	52	200	200	200	200	200	200	4500	2200	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 6	71	1	1	13	13	53	200	200	200	200	200	200	4500	2500	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 7	72	1	1	13	13	54	200	200	200	200	200	200	4500	2800	0	1	1	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Duriel's Lair	73	1	1	13	13	55	32	47	32	47	32	47	4500	3100	0	1	1	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	17	42	67	17	49	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4		brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	brute4	wraith4	sandmaggot3	clawviper4	pantherwoman4	swarm2	slinger4	scarab4	mummy3	unraveler3	blunderbore2	baboon2	goatman4	vampire1	sandraider3	batdemon2	sandleaper3	vulture2	sk_archer5	arach2	skeleton5	skmage_pois4	skmage_cold4	skmage_fire4	skmage_ltng4	scorpion	bug	rat	larva	30	30	30	30					0	21	255	Duriel's Lair	To Duriel's Lair	A2L40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane	74	1	1	11	11	56	200	200	200	200	200	200	5000	1000	0	1	1	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	64	14	48	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25	skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2							skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						skmage_pois4	skmage_cold4	sandmaggot2	sandleaper3	pantherwoman3	sandraider3	baboon1	blunderbore1	slinger3	batdemon2	skmage_fire4	skmage_ltng4	wraith3	goatman4	vampire1	scarab3	fetish2	bonefetish2	fetishblow2	fetishshaman2						scorpion	bug	rat	larva	30	30	30	30					0	22	16	Arcane Sanctuary	To The Arcane Sanctuary	A2L41	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 3 - Town	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	25	50				1500	1500	6500	6500	6500	6500	6500	6500	6500	1	0	25																																																																													rat	minispider	snake	parrot	30	30	30	30					0	23	18	Kurast Docktown	To The Kurast Docktown	A3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Jungle 1	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	84	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	71	21	49	79	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	5	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	24	19	Spider Forest	To The Spider Forest	A3L2	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 2	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	71	21	50	80	1500	1500	6500	6500	6500	6500	6500	6500	6500	1	5	25	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4		thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	thornhulk1	foulcrow4	crownest4	sandmaggot4	sandleaper4	baboon3	vulture3	arach3	zombie4	wraith5	zealot1	cantor1	frogdemon1	tentaclehead1	willowisp1	swarm3	mosquito1	fetish3	bonefetish3	fetishblow3	fetishshaman3	vampire2	batdemon3	thornhulk2	sandraider4	rat	minispider	snake	parrot	30	30	30	30					0	24	20	Great Marsh	To The Great Marsh	A3L3	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
